#datatype,string,long,dateTime:RFC3339,double,string
#group,false,false,false,false,true
#default,_result,,,,
,result,table,_time,_value,water-height
,,0,2024-12-01T00:01:03.548140035Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T00:16:03.092154777Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T00:31:03.446923485Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T00:46:02.928617488Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T01:01:03.520866424Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T01:16:02.725149456Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T01:31:03.120003321Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T01:46:03.154805833Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T02:01:03.439607136Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T02:16:03.153524847Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T02:31:02.781233289Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T02:46:03.156730395Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T03:01:02.727481719Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T03:16:03.27232059Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T03:31:03.889130621Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T03:46:03.100859496Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T04:01:04.732150583Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T04:16:03.184312347Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T04:31:03.00715113Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T04:46:03.808895832Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T05:01:03.79939079Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T05:16:03.893487834Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T05:31:03.403899061Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T05:46:03.064413256Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T06:01:03.20744263Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T06:16:03.037032895Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T06:31:03.391740058Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T06:46:02.847474484Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T07:01:02.677622301Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T07:16:03.673391324Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T07:31:03.409121394Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T07:46:03.569564563Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T08:01:03.313974927Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T08:16:03.916914538Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T08:31:03.221258886Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T08:46:10.769247823Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T09:01:03.138026957Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T09:16:04.517389859Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T09:31:03.54407115Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T09:46:03.598354302Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T10:01:04.329683814Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T10:16:04.325126479Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T10:31:03.448475919Z,5.85,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T10:46:04.931668434Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T11:01:03.510617124Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T11:16:04.360240725Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T11:31:04.035317801Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T11:46:04.022637528Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T12:01:04.013273758Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T12:16:03.658848048Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T12:31:04.945989267Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T12:46:04.002178619Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T13:01:05.770294446Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T13:16:05.322057667Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T13:31:06.221198925Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T13:46:04.605861797Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T14:01:04.470040369Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T14:16:03.830615557Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T14:31:03.986024517Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T14:46:03.758577855Z,5.88,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T15:01:05.110299467Z,5.88,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T15:16:04.33917579Z,5.88,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T15:31:04.91613802Z,5.88,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T15:46:03.853619882Z,5.89,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T16:01:03.184360645Z,5.89,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T16:16:05.162163134Z,5.89,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T16:31:05.717795068Z,5.89,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T16:46:11.486794532Z,5.89,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T17:01:04.242001009Z,5.89,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T17:16:04.050635737Z,5.88,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T17:31:05.214095776Z,5.88,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T17:46:03.448716733Z,5.88,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T18:01:03.978641896Z,5.88,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T18:16:04.900315503Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T18:31:04.238819332Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T18:46:03.112335651Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T19:01:03.860782625Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T19:16:03.994654163Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T19:31:03.751926497Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T19:46:03.560333502Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T20:01:03.330110959Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T20:16:03.347015283Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T20:31:02.874401815Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T20:46:03.351150671Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T21:01:04.340177575Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T21:16:03.53073166Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T21:31:03.427337805Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T21:46:04.017435669Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T22:01:04.057685299Z,5.86,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T22:16:03.50044746Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T22:31:03.46807979Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T22:46:03.591084421Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T23:01:03.784834991Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T23:16:03.847432661Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T23:31:02.97308654Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-12-01T23:46:03.425373979Z,5.87,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,1,2024-12-01T00:01:03.548109417Z,2.41,personal/ucjtdjw/housemill/SilvertownTidal/height
,,1,2024-12-01T00:16:03.092102798Z,2.87,personal/ucjtdjw/housemill/SilvertownTidal/height
,,1,2024-12-01T00:31:03.446814482Z,2.87,personal/ucjtdjw/housemill/SilvertownTidal/height
,,1,2024-12-01T00:46:02.928555724Z,3.27,personal/ucjtdjw/housemill/SilvertownTidal/height
,,1,2024-12-01T01:01:03.520452035Z,3.27,personal/ucjtdjw/housemill/SilvertownTidal/height
,,1,2024-12-01T01:16:02.724937587Z,3.54,personal/ucjtdjw/housemill/SilvertownTidal/height
,,1,2024-12-01T01:31:03.119883065Z,3.54,personal/ucjtdjw/housemill/SilvertownTidal/height
,,1,2024-12-01T01:46:03.154627368Z,3.52,personal/ucjtdjw/housemill/SilvertownTidal/height
,,1,2024-12-01T02:01:03.439355495Z,3.52,personal/ucjtdjw/housemill/SilvertownTidal/height
,,1,2024-12-01T02:16:03.153353145Z,3.16,personal/ucjtdjw/housemill/SilvertownTidal/height
,,1,2024-12-01T02:31:02.781174262Z,2.89,personal/ucjtdjw/housemill/SilvertownTidal/height
,,1,2024-12-01T02:46:03.156563508Z,2.56,personal/ucjtdjw/housemill/SilvertownTidal/height
,,1,2024-12-01T03:01:02.727424778Z,2.22,personal/ucjtdjw/housemill/SilvertownTidal/height
