#datatype,string,long,dateTime:RFC3339,double,string
#group,false,false,false,false,true
#default,_result,,,,
,result,table,_time,_value,water-height
,,0,2023-12-01T00:01:02.477169779Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T00:16:02.514234141Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T00:31:02.775072118Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T00:46:02.716730462Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T01:01:02.688750897Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T01:16:02.78578626Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T01:31:02.892428632Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T01:46:03.046907238Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T02:01:03.152106229Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T02:16:04.890165315Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T02:31:03.143024463Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T02:46:03.182058463Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T03:01:03.162203258Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T03:16:03.356165412Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T03:31:03.047645001Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T03:46:03.39515358Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T04:01:02.604899756Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T04:16:02.650891638Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T04:31:02.939898208Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2023-12-01T04:46:03.28482905Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
