#datatype,string,long,dateTime:RFC3339,double,string
#group,false,false,false,false,true
#default,_result,,,,
,result,table,_time,_value,water-height
,,0,2024-06-01T00:01:04.014758727Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T00:16:04.242030473Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T00:31:03.912818334Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T00:46:03.010386689Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T01:01:02.578564278Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T01:16:03.281159901Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T01:31:03.934229989Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T01:46:02.81633246Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T02:01:03.487754382Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T02:16:02.884021833Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T02:31:02.503256853Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T02:46:02.832006404Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T03:01:02.446999784Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T03:16:03.122955914Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T03:31:02.798025674Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T03:46:03.069451755Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T04:01:02.631280664Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T04:16:02.514946727Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T04:31:03.27092424Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T04:46:04.154994707Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T05:01:02.881278756Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T05:16:03.345753011Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T05:31:03.211709936Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T05:46:03.064471763Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T06:01:02.805898675Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T06:16:02.732802799Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T06:31:03.32271332Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T06:46:02.867564568Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T07:01:04.673609599Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T07:16:02.975829934Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T07:31:04.283683682Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T07:46:02.816661912Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T08:01:02.971129896Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T08:16:02.963183475Z,5.82,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T08:31:02.625425263Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T08:46:02.871325015Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T09:01:02.51001794Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T09:16:04.515601423Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T09:31:02.532863395Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T09:46:03.114180573Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T10:01:02.576723024Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T10:16:02.792641664Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T10:31:02.51436287Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T10:46:02.736112333Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T11:01:02.879980749Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T11:16:02.997796428Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T11:31:03.354605684Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T11:46:02.78240183Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T12:01:03.272464496Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T12:16:02.896755219Z,5.84,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T12:31:03.20705416Z,5.84,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T12:46:03.471175351Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T13:01:02.954593533Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T13:16:03.231336042Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T13:31:02.693518445Z,5.84,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T13:46:03.735153148Z,5.84,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T14:01:03.355750989Z,5.84,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T14:16:03.270920985Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T14:31:03.123571484Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T14:46:03.612741914Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T15:01:03.19391383Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T15:16:03.789394316Z,5.84,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T15:31:03.366778935Z,5.84,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T15:46:03.065938061Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T16:01:03.622735878Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T16:16:04.446532491Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T16:31:03.273710503Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T16:46:03.392049861Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T17:01:03.050950303Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T17:16:04.019445098Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T17:31:02.677610356Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T17:46:02.874134666Z,5.84,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T18:01:03.117868783Z,5.84,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T18:16:02.690674534Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T18:31:05.189850822Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T18:46:04.143458795Z,5.84,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T19:01:02.564120437Z,5.84,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T19:16:03.510973856Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T19:31:03.076874266Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T19:46:02.712616306Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2024-06-01T20:01:02.573086521Z,5.83,personal/ucjtdjw/housemill/LeaBridgeRiver/height
