#datatype,string,long,dateTime:RFC3339,double,string
#group,false,false,false,false,true
#default,_result,,,,
,result,table,_time,_value,water-height
,,0,2025-03-01T00:01:02.982189569Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T00:16:03.120763379Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T00:31:02.956815579Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T00:46:02.593062127Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T01:01:03.296116062Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T01:16:03.544857952Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T01:31:11.151337735Z,5.99,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T01:46:03.157461925Z,5.99,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T02:01:03.058143177Z,5.99,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T02:16:03.216294976Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T02:31:03.396959005Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T02:46:03.411538557Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T03:01:03.551458464Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T03:16:03.628730799Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T03:31:03.583762148Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T03:46:02.716567633Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T04:01:03.102191076Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T04:16:03.160225678Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T04:31:03.178762429Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T04:46:02.752883481Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T05:01:02.90420419Z,6,personal/ucjtdjw/housemill/LeaBridgeRiver/height
,,0,2025-03-01T05:16:03.392225508Z,5.99,personal/ucjtdjw/housemill/LeaBridgeRiver/height
